account_name,caption,comment_count,share_count,like_count,platform,hashtags,mentions,engagement_score,caption_length,word_count,sentiment_score,hashtag_count,mention_count
Starbucks,Today’s forecast: pistachio. ❄️ Pistachio Latte & Pistachio Cream Cold Brew. (U.S. & Canada),2265,335,3465,Facebook,,,6065,92,14,-0.6,0,0
Starbucks,Congrats to our new Starbucks College Achievement Plan graduates. We're proud to be your partners.💚🎓 #ToBeAGraduate,924,150,1932,Facebook,,,3006,115,16,0.4681818181818182,0,0
Starbucks,"We're so proud of all the Starbucks College Achievement Plan graduates. Cheers, class of 2023! 💚🎓 Tag your favorite grad. #ToBeAGraduate",725,108,1611,Facebook,,,2444,136,21,0.75,0,0
Starbucks,"Say hello to the holidays. ❄️ Your festive favorites are back! 

(U.S. and Canada)",4963,634,12895,Facebook,,,18492,82,14,0.0,0,0
Starbucks,Saying hi to our fall friends. ♎♏♐,1239,407,6395,Facebook,,,8041,34,7,0.0,0,0
Starbucks,🚨 DOG IN A SWEATER 🚨 Created with kenziegoley (IG),1255,366,5526,Facebook,,,7147,50,10,0.0,0,0
Starbucks,Pumpkin Variations. 🎃 Cheers Ed Sheeran!,1722,1082,10521,Facebook,,,13325,40,6,0.0,0,0
Starbucks,The moment we’ve all been waiting for… Pumpkin’s back! 🎃🧡 (US & CA),2160,1156,14301,Facebook,,,17617,67,13,0.0,0,0
Starbucks,Every bag of coffee tells a story. 💚 Thank you for supporting our farmers and their communities.,358,114,2278,Facebook,,,2750,96,17,0.25,0,0
Starbucks,"New at our Starbucks Reserve® Roasteries in Seattle, Chicago and New York: Explore the art and science of coffee with hands-on experiences led by expert mixologists and baristas. Hope to see you soon! ☕️✨ https://sbux.co/ReserveExperiences",1140,263,3332,Facebook,,,4735,239,35,0.15340909090909088,0,0
Starbucks,"The summer lineup we’ve been waiting for.
💛 NEW Frozen Pineapple Passionfruit Lemonade 
💜 NEW Frozen Mango Dragonfruit Lemonade 
❤️​ NEW Frozen Strawberry Açaí Lemonade
Starbucks Refreshers® Beverages. (US & Canada)",1975,630,5844,Facebook,,,8449,215,31,0.13636363636363635,0,0
Coca-Cola,La magia de verdad es mejor cuando se comparte en familia y se repite en una Coca-Cola retornable. Vuelve a llenar tu vida de #MagiaDeVerdad,2634,472,2780,Facebook,,,5886,140,25,0.0,0,0
Coca-Cola,"🔴 Moñeca te vas a quedar al revivir de nuevo las actuaciones en #CCME de los grandes de Juacko New Rules y Nia, ¡solo en #CokeTv! 🎉 ¿Quién nos dio sorpresaza? 💥 ¡LIKE A QUIEN SE ACUERDE!

https://www.cocacola.es/musica",441,209,1341,Facebook,,,1991,218,38,0.2130681818181818,0,0
Coca-Cola,"🔴¿Sabes ya que en #CocaColaFanStore está el merchan que más mola?🔥 Esta sudadera te teletransporta de una a #CCME y a todo lo vivido, y ahora puede ser parte de tu outfit diario. ¡Consíguela en #CocaColaFanStore, en la App de #CocaCola, canjeando pincodes!",370,101,1011,Facebook,,,1482,256,43,0.0,0,0
Coca-Cola,COKE LOVE from all over the country ❤ Have you got your customized Coke bottle yet? Only 3 more days left! Hurry and head over to Hyde Park Corner Arpico today! #ShareaCoke,488,239,1723,Facebook,,,2450,172,32,0.25,0,0
Coca-Cola,"¡Un fin de semana lleno de acción, emoción y muchos comics! Estuvimos presentes en el Comic Con 2019, retando y compartiendo #CocaColaAlDesnudo con los asistentes y disfrutando de muchas actividades más 🤩",186,101,1312,Facebook,,,1599,204,32,0.25,0,0
Coca-Cola,Ja edhe finalistët e fundit të #CocaColacup2018. Kush do të jenë ata që do te shkojnë në finalen e madhe në datë 31 Maj? Na ndiqni! 😊,211,34,923,Facebook,,,1168,133,27,0.0,0,0
Coca-Cola,"Ja kush janë finalistët e #CocaColaCup2018 në qytetin e Fierit dhe Elbasanit.
Në Fier: Shkolla “Naim Frashëri” për djemtë dhe shkolla “Liri Gero” për vajzat!
Në Elbasan: Shkolla “Ptoleme Xhuvani” për djemtë 
Na ndiqni nesër në finalen e qytetit të Korçës! 😊",110,28,714,Facebook,,,852,257,42,0.0,0,0
Coca-Cola,[#vednopodpiraj] Ste tudi vi še vedno pod vtisom pravkar zaključenih Olimpijskih iger v Pjongčangu? Še enkrat iskreno čestitamo vsem olimpijcem in jim želimo vse dobro.#CocaCola,82,28,734,Facebook,,,844,177,25,0.0,0,0
Coca-Cola,"Spoznali smo našo olimpijsko reprezentanco, ki bo Slovenijo predstavljala na prihajajočih olimpijskih igrah v Pjongčangu. Poglejte, kakšno presenečenje smo jim pripravili na ponedeljkovem sprejemu. ❤️ #CocaCola #vednopodpiraj",66,52,762,Facebook,,,880,225,27,0.0,0,0
Coca-Cola,"Jeseničanke in Jeseničani so toplo sprejeli slovensko Olimpijsko baklo. 🔥 #vednopodpiraj olimpijce in olimpijonike tudi ti in nam posreduj lepe želje zanje. To lahko storiš na enem od sprejemov Olimpijske bakle po Sloveniji ali kar v komentarju pod to objavo. Najzanimivejše želje bomo nagradili in jih poslali v Pjongčang, kjer bodo bodrile olimpijce.  ;)#CocaCola #vednopodpiraj #sloveniaolympicteam #slovenskabakla #pjongčang2018",33,14,437,Facebook,,,484,432,58,0.25,0,0
Coca-Cola,"Jeseničanke in Jeseničani so toplo sprejeli slovensko Olimpijsko baklo. 🔥 #vednopodpiraj olimpijce in olimpijonike tudi ti in nam posreduj lepe želje zanje. To lahko storiš na enem od sprejemov Olimpijske bakle po Sloveniji ali kar v komentarju pod to objavo. Najzanimivejše želje bomo nagradili in jih poslali v Pjongčang, kjer bodo bodrile olimpijce.  ;)
#CocaCola #vednopodpiraj #sloveniaolympicteam #slovenskabakla #pjongčang2018",24,7,374,Facebook,,,405,433,59,0.25,0,0
Coca-Cola,"Oglej si, kako smo pretekli teden v Mojstrani sprejeli Olimpijsko. Danes jo bomo prižgali v Celju na Glavnem trgu, v petek pa v Velenju. V obeh mestih boste lahko oddali svoje želje za olimpijce, 100 najboljših bomo poslali v Pjongčang! Kam boste prišli pomagat zanetit olimpijsko strast? Več ➡️ http://spr.ly/6181Dz841    

#CocaCola #vednopodpiraj #sloveniaolympicteam #slovenskabakla #pjongčang2018",37,18,475,Facebook,,,530,401,55,0.0,0,0
Coca-Cola,"""Preteklo soboto sem športala tudi jaz. Na Olimpijskem festivalu evropske mladine sem tekmovala v različnih disciplinah. Ker sem osvojila celo medaljo, si zaslužim en like, ane?"" #Coca-Cola #vednopodpiraj #Slovenianolympicteam #ToJeTaObčutek",149,54,563,Facebook,,,766,241,30,0.0,0,0
Coca-Cola,Sabes que el verano está aquí cuando por fin llega el FIB 😎 Encantados de poder estar disfrutando de Benicàssim un año más junto a todos vosotros! #SienteFIB con #CocaColaFestivales http://bit.ly/CocaCola_FIB,82,44,540,Facebook,,,666,208,31,0.0,0,0
Coca-Cola,"El día de ayer fue uno de esos días largos que se hacen cortos. De esos que te dejan sin aliento pero con ganas de mucho más… Esto es lo que nos hace sentir Mad Cool Festival  y tú, ¿estás listo para lo que queda por llegar? #SienteMadCool con Coca-Cola Festivales.",49,35,425,Facebook,,,509,265,51,-0.1375,0,0
Coca-Cola,"Misija završena, Tuzla uspješno osvježena.",49,19,620,Facebook,,,688,42,5,0.0,0,0
Coca-Cola,"Sarajevo je našu Coca-Cola porodicu dočekalo raširenih ruku. Svi koji su nam otvorili vrata mogli su birati jednu varijantu, Coca-Cola Classic ili novi, još bolji okus Coca-Cola Zero.",39,23,776,Facebook,,,838,183,28,0.16666666666666666,0,0
Coca-Cola,"Sarajevo je našu Coca-Cola porodicu dočekalo raširenih ruku. Svi koji su nam otvorili vrata mogli su birati jednu varijantu, Coca-Cola Classic ili novi, još bolji okus Coca-Cola Zero.",39,23,776,Facebook,,,838,183,28,0.16666666666666666,0,0
Coca-Cola,"Osvježenje i radost Coca-Cola je odnijela u Banja Luku. Svima koji su nam otvorili vrata svoga doma ponudili smo da izaberu, Coca-Cola Classic ili novi, još bolji okus Coca-Cola Zero.",53,13,598,Facebook,,,664,183,30,0.16666666666666666,0,0
Coca-Cola,ABŞ-ın Azərbaycandakı səfiri Robert Sekuta Azərbaycan Coca-Cola Bottlers şirkətinin Sulutəpədəki zavoduna Baş çəkərək Coca-Cola məhsullarının istehsalı ilə yaxından tanış olmuşdur.,49,57,578,Facebook,,,684,180,20,0.0,0,0
Coca-Cola,"Con su actitud y buena onda, Santa hace que la Navidad sea inolvidable. #SienteElSabor y dile gracias en: http://spr.ly/618083re0",88,136,4,Facebook,,,228,129,19,0.0,0,0
Coca-Cola,Kdo se veseli jesenskih barv? :),28,16,657,Facebook,,,701,32,6,0.5,0,0
Coca-Cola,"Գնիր  “Կոկա-Կոլա”, “Կոկա-Կոլա Զերո”, “Ֆանտա Նարինջ” կամ “Սպրայտ” 500 մլ, 1 լիտր կամ 1,5 լիտր տարողությամբ ըմպելիքներ պլաստիկ շշերով, խաղարկային հատուկ պիտակներով և խաղարկային դեղին պլաստիկ խցաններով: Գտիր կոդը խցանի տակ և գրանցիր այն մեր http://spr.ly/6187BaP5c  կայքում կամ ուղարկիր SMS «1021» կարճ համարին և հենց դու կարող ես ստանալ Կոկա-Կոլա-ի բազմահազար նվերներից:  #ՎայելիրԻրականՀամը… #EURO2016  #TasteTheFeeling",23,13,199,Facebook,,,235,417,55,0.0,0,0
Coca-Cola,"Leto spoznáš tak, že môžeš vymeniť sledovanie filmov za sledovanie západu slnka! #TasteTheFeeling",15,15,357,Facebook,,,387,97,13,0.0,0,0
Pepsi,Who will win when Leo Messi & Mohamed Salah compete for the Last Can Standing? #FORTHELOVEOFIT,1764,1553,6773,Facebook,,,10090,94,16,0.4,0,0
Pepsi,"Legacies never go out of style. A walk down a city street reveals that the PUMA x Pepsi collection shines, pops, and flexes in every era. @Pepsi @Puma #pumaxpepsi Capsule collection available at participating retailers.",839,378,443,Facebook,,,1660,219,35,0.12222222222222222,0,0
Pepsi,"LOVE IT LIVE IT! Painting the world blue with Messi, Marcelo, Kroos, Lloyd & Dele #LoveitLiveit",869,842,289,Facebook,,,2000,95,16,0.22348484848484848,0,0
Pepsi,"Sun, rest and an ice cold Pepsi. #SayItWithPepsi #PepsiMoji",1107,333,125,Facebook,,,1565,59,9,-0.6,0,0
Pepsi,There's always a few treasures hidden in the waves. #PepsiMoji,399,220,2922,Facebook,,,3541,62,10,-0.18333333333333335,0,0
Pepsi,"Sometimes, all you need is love. #SayItWithPepsi #PepsiMoji",274,129,2342,Facebook,,,2745,59,8,0.5,0,0
Pepsi,Nothing but net. #PepsiMoji #SayItWithPepsi,294,152,2175,Facebook,,,2621,43,5,0.0,0,0
Pepsi,When you get the theater to yourself... #PepsiMoji #SayItWithPepsi,180,66,1561,Facebook,,,1807,66,9,0.0,0,0
Pepsi,"Ready, set...go! #SayItWithPepsi #PepsiMoji",139,61,1489,Facebook,,,1689,43,4,0.25,0,0
Pepsi,Bounce to your own beat. #SayItWithPepsi #PepsiMoji,138,66,1276,Facebook,,,1480,51,7,0.6,0,0
Pepsi,What are you waiting for? Adventure still awaits. #PepsiMoji #SayItWithPepsi,165,166,1593,Facebook,,,1924,76,10,0.0,0,0
Pepsi,Expand your emoji vocab! Get the #PepsiMoji keyboard here: https://makesnaps.com/get/pepsi,126,38,1124,Facebook,,,1288,90,10,0.0,0,0
Pepsi,Always more inside. #SayItWithPepsi #PepsiMoji,106,43,976,Facebook,,,1125,46,5,0.5,0,0
Pepsi,Ready to get back in the ring? #SayItWithPepsi #PepsiMoji,111,34,964,Facebook,,,1109,57,9,0.1,0,0
Pepsi,Get there with a little help from your friends #PepsiMoji #SayItWithPepsi,143,42,858,Facebook,,,1043,73,11,-0.1875,0,0
Pepsi,"All love, all the time. #LoveHasNoLabels #SayItWithPepsi #PepsiMoji",107,41,796,Facebook,,,944,67,8,0.5,0,0
Pepsi,A perfect pair for every occasion. #PepsiMoji,88,31,727,Facebook,,,846,45,7,1.0,0,0
Pepsi,Share your feelings with the world. #SayItWithPepsi #WorldEmojiDay #PepsiMoji,108,67,711,Facebook,,,886,77,9,0.0,0,0
Pepsi,Nothing but #BoopLove for our newest #PepsiMoji.,98,42,695,Facebook,,,835,48,7,0.0,0,0
Pepsi,Expand your emoji vocab! Get the #PepsiMoji keyboard here: https://makesnaps.com/get/pepsi,107,79,714,Facebook,,,900,90,10,0.0,0,0
Pepsi,Stand by the ones you love. #SayItWithPepsi #PepsiMoji,86,34,621,Facebook,,,741,54,8,0.5,0,0
Pepsi,Together. #SayItWithPepsi #PepsiMoji,67,36,583,Facebook,,,686,36,3,0.0,0,0
Red Bull,"""so easy."" if you say so Lilou 😅

🤸: Lilou Ruel",15,11,1315,Facebook,,,1341,47,11,0.43333333333333335,0,0
Red Bull,"targets keep shrinking, confidence keeps growing 🔥

🏈: Romain Ntamack",31,30,3971,Facebook,,,4032,69,10,0.0,0,0
Red Bull,they really ironed out the competition 😏,50,84,26430,Facebook,,,26564,40,7,0.2,0,0
Red Bull,where confidence meets cold water 😮‍💨,48,117,8748,Facebook,,,8913,37,6,-0.6,0,0
Red Bull,"building on a legacy literally 🔥

🛹: Sandro Dias
📍: Porto Alegre, Brazil 
🤝: Prada",233,676,70751,Facebook,,,71660,82,15,0.0,0,0
Red Bull,"the flip was so clean tire couldn’t handle it 🔥

🚲: Danny Macaskill",426,1269,159291,Facebook,,,160986,67,13,0.3666666666666667,0,0
Red Bull,"captain, we’ve hit… the ramp 😳",29,36,5819,Facebook,,,5884,30,6,0.0,0,0
Red Bull,"see the view? yes. be the view? also yes 👏

🤸: Noa Diorgina",250,136,14359,Facebook,,,14745,59,13,0.0,0,0
Red Bull,"the reaction time here 🤯

👟: Alejandro Galan
🎾: Premier Padel",51,54,2939,Facebook,,,3044,61,11,0.0,0,0
Red Bull,"rhythm 🤝 energy 🤝 spice 🔥

🎤: Mel B
🪩: Hiroko Boogie + WAACKXXXY
🎵: “Wannabe” by Spice Girls",102,585,27483,Facebook,,,28170,92,19,0.0,0,0
Red Bull,this run’s absolutely bananas 🤯,112,283,54706,Facebook,,,55101,31,5,0.2,0,0
Red Bull,"the kind of run you can feel through the screen 😮‍💨
 
🚵‍♂️: Jaxson Riddle
📹: Shot on GoPro MAX2
🤝: Red Bull Bike & Red Bull USA",207,712,26768,Facebook,,,27687,127,27,0.19999999999999998,0,0
Red Bull,"13 years of planning & it was worth every second 🫡

🛹: Sandro Dias
📍: Porto Alegre, Brazil 
🤝: Prada

watch the full video on the Red Bull Youtube channel 📺",184,456,25741,Facebook,,,26381,156,31,0.16249999999999998,0,0
Red Bull,from sea level to street level 🌊,45,65,11466,Facebook,,,11576,32,7,0.0,0,0
Red Bull,"the road to the podium is never easy 👏 

Congrats Hannah Bergemann on 2nd place at Red Bull Rampage + the McGazza Spirit Award — a legend coming off an Achilles injury 😮‍💨",92,296,33762,Facebook,,,34150,171,33,-0.07222222222222223,0,0
Red Bull,"strength in numbers 😏

🛞: Red Bull Racing",205,592,31191,Facebook,,,31988,41,8,0.0,0,0
Red Bull,"built for splashing, not speed 😅",63,104,8364,Facebook,,,8531,32,6,0.0,0,0
Red Bull,"this is closer than a close call... 🫣

🏄‍♂️: Will Santana
📸: Yunes Khader
🛟: Lucas Fink",315,1091,80243,Facebook,,,81649,87,17,0.0,0,0
Red Bull,"because freefall wasn’t enough 😏

🪂:  Dani Roman",43,74,3895,Facebook,,,4012,48,8,0.0,0,0
Red Bull,"he understood the assignment 🫡

👏: Jose The Best",153,48,3749,Facebook,,,3950,48,9,1.0,0,0
Red Bull,"peace, love, and absolutely no brakes needed 🌸",64,95,16505,Facebook,,,16664,46,8,0.2,0,0
Red Bull,"that's one strong rancher 💪

🤠: Thomas van Tonder",78,81,7456,Facebook,,,7615,49,9,0.4333333333333333,0,0
Red Bull,"he heard ""blink and you'll miss it"" and took it seriously 🫡

🛹: Diego Poncelet",66,76,5501,Facebook,,,5643,78,15,-0.3333333333333333,0,0
Red Bull,out of water and out of control 🛶,40,80,9791,Facebook,,,9911,33,8,0.0,0,0
Red Bull,"practice made perfect 🤝

🚲: Carson Storch 

watch Red Bull Rampage 2025 live on Red Bull TV this weekend 📺",304,1057,85698,Facebook,,,87059,106,20,0.28409090909090906,0,0
Red Bull,the screwdriver said 🫨,75,56,5271,Facebook,,,5402,22,4,0.0,0,0
Red Bull,"the steepest race you’ll ever see 😳

🏃: Michael Strasser
📍: Red Bull Austria",32,36,13798,Facebook,,,13866,76,14,0.0,0,0
Ben & Jerry's,"Free Cone Day is April 8! Mark your calendar now, ice cream lovers! More info and find your nearest Scoop Shop now: https://benjerrys.co/4ib9XXa#benandjerrys #icecream #freeconeday",124,18,93,Facebook,,,235,180,25,0.5625,0,0
Ben & Jerry's,"""Just one more bite."" 🥄 #benandjerrys #icecream #trafficwascrazy",27,3,65,Facebook,,,95,64,8,0.5,0,0
Ben & Jerry's,Season's eatings. ☃️🍦,512,76,384,Facebook,,,972,21,3,0.0,0,0
Ben & Jerry's,"🍫COMING SOON!🍦We’re in a Chocolate Love A-Fair with Tony’s Chocolonely! With NEW delicious desserts inspired by each other.
We’re introducing Chocolatey Love A-Fair ice cream and Tony's Chocolonely has created two sweet bars – dark milk chocolate brownie and white chocolate strawberry cheesecake – inspired by two classic Ben & Jerry’s ice cream flavors!
🍫🍦 Learn more!
https://benjerrys.co/3GUolDJ",225,54,321,Facebook,,,600,399,58,0.316969696969697,0,0
Ben & Jerry's,"Mmm pieeee. 🥧🥧🥧 Oh, hey. We didn't see you there. 
🥧🍦Check out our favorite pie and ice cream pairings: 
https://benjerrys.co/3Eoq7uR",96,46,196,Facebook,,,338,133,20,0.5,0,0
Ben & Jerry's,Looks like everyone is in the Halloween spirit. 🎃,35,30,122,Facebook,,,187,49,9,0.0,0,0
Ben & Jerry's,"Baking cookies is fun, but so is spooning into a pint packed with cookies, caramel swirls, and milk chocolatey-coconutty-fudge-flaky goodness.

Learn more: https://www.benjerry.com/flavors/chewy-gooey-cookie-ice-cream/pint",41,30,155,Facebook,,,226,222,23,0.4,0,0
Ben & Jerry's,"Loving Cherry Crumble? 🍒 This Limited Batch pint won't last forever! Stock up while you can, cherry lovers.
Find it near you now: https://benjerrys.co/3RpqCJm",32,30,164,Facebook,,,226,158,24,0.15714285714285714,0,0
Ben & Jerry's,"Nature is calling, but so are these chunks. 🏕
Order ice cream delivery here: https://benjerrys.co/3wxnUsO",17,31,164,Facebook,,,212,105,15,0.0,0,0
Ben & Jerry's,"The rumors are true, we’re in a Chocolatey Love A-Fair with Tony's Chocolonely! 🍨🍫 We’re uniting to end modern slavery in the chocolate industry by sourcing traceable cocoa via Tony’s Open Chain. We're celebrating this exciting partnership with NEW Chocolatey Love A-Fair ice cream and two new Tony’s chocolate bars! #chocolateyloveafair
Get the full scoop: https://benjerrys.co/3SVVUbU",40,26,214,Facebook,,,280,386,56,0.2924242424242424,0,0
Ben & Jerry's,"The chocolatey ganache topping that's totally mint to be. 🌱
Find Thick Mint Topped near you: https://benjerrys.co/3QLnir4",42,25,213,Facebook,,,280,121,17,-0.06666666666666668,0,0
Ben & Jerry's,"We heard you asked for this? Dublin Mudslide is BACK!
Find it in freezers near you here: https://benjerrys.co/3SnaBod",14,11,152,Facebook,,,177,117,18,0.05,0,0
Ben & Jerry's,"When those chunks and swirls are 🔥
Order your favorites for delivery to your door here: https://benjerrys.co/3x0oT1W",19,10,134,Facebook,,,163,116,17,0.0,0,0
Ben & Jerry's,"When the à la mode is built right in. 🍒

Find Cherry Crumble limited batch near you while it lasts: https://benjerrys.co/3yudmuE",7,11,97,Facebook,,,115,128,21,0.10476190476190476,0,0
Ben & Jerry's,"Ice cream is 78% better when consumed next to a pool. That's just science. 🔬
Order delivery here and test it for yourself: https://benjerrys.co/3RhYZSS",6,7,78,Facebook,,,91,151,24,0.25,0,0
Ben & Jerry's,"All the chocolatta goodness, none of the gluten. 

Find certified gluten-free Boom Chocolatta Core Non-Dairy near you: https://benjerrys.co/3tHtp6I",19,9,151,Facebook,,,179,147,18,0.1,0,0
Ben & Jerry's,"Clap your hands if this is you 👏🏽

Order your cookie-packed favorites for delivery to your door here: https://benjerrys.co/34RaXzl",20,10,139,Facebook,,,169,130,19,0.0,0,0
Ben & Jerry's,"You want to lick your screen, don't you? We can't blame you.
🐠 Find new 25th anniversary Phish Food pints featuring artwork by Jim Pollock near you: https://benjerrys.co/3G0wuns",11,8,101,Facebook,,,120,177,28,0.11818181818181818,0,0
Ben & Jerry's,"Let's get ready to crumble! 🍒 Introducing NEW Cherry Crumble Limited Batch! Grab it now, this flavor won't last forever.
Find it near you: https://benjerrys.co/3legDYZ",10,9,130,Facebook,,,149,167,25,0.07941558441558441,0,0
Ben & Jerry's,"Your childhood favorite is all grown up. (BYO gummy worms!)
Find new Dirt Cake Topped ice cream near you: https://benjerrys.co/3ysQDka",36,18,246,Facebook,,,300,134,20,0.2871212121212121,0,0
Ben & Jerry's,"Scouting for the best coconut-chocolate-and-shortbread-cookie ice cream flavor? Look no further.
Learn more about new Chewy Gooey Cookie: https://benjerrys.co/3I1SkGD",18,8,124,Facebook,,,150,166,19,0.40909090909090906,0,0
Ben & Jerry's,"Get even s'more joy out of snack time. New S'mores Cookie Dough Mixes feature snackable graham cracker cookie dough plus chocolate-covered marshmallow truffles. 
Learn more: https://benjerrys.co/3p8RfWN",28,6,106,Facebook,,,140,202,26,0.4840909090909091,0,0
Ben & Jerry's,"Knock, knock. Who's there? Your favorite Scoop Shop treats, delivered right to your door!
Find an instant delivery partner near you now: https://benjerrys.co/3K0hzv7",10,7,136,Facebook,,,153,165,23,0.23928571428571427,0,0
Ben & Jerry's,"Youth empowerMINT in every scoop. A portion of Chance The Rapper's proceeds benefit SocialWorks, his organization for youth empowerment through arts, education, and civic engagement.
Learn more: https://benjerrys.co/33T6Hi3",14,9,145,Facebook,,,168,223,28,0.5,0,0
Ben & Jerry's,"Warning: Cozy winter vibes ahead. ❄️
Order your favorites for delivery to your door: https://benjerrys.co/3m19gou",7,8,183,Facebook,,,198,113,15,-0.19999999999999998,0,0
OREO,Tip para tener un gran día: siempre lleva unas Oreo,3,3,26,Facebook,,,32,51,10,0.0,0,0
